id,name,imageUrl,cookTimeMin,difficulty,servings,caloriesEst,steps,tags,requiredTools,source,isActive
"8cbd7be7-cf23-5ef3-afd4-1105e2765c3d","제육볶음",,"25","EASY","2","400","[""고추장, 고춧가루, 간장, 설탕으로 양념장을 만든다."",""돼지고기에 양념장을 넣고 20분간 재운다."",""달군 팬에 재운 고기를 넣고 센 불에서 볶는다."",""고기가 익으면 채 썬 양파를 넣고 함께 볶는다."",""어슷 썬 대파를 넣고 살짝 더 볶아 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"55fdd92b-7a41-5718-a08f-2ba6ee038e58","소불고기",,"30","EASY","2","350","[""간장, 설탕, 다진 마늘, 참기름으로 양념장을 만든다."",""얇게 썬 소고기를 양념장에 30분간 재운다."",""채 썬 양파를 양념 고기에 섞는다."",""달군 팬에 고기를 펼쳐 센 불에서 볶는다."",""고기가 익으면 어슷 썬 대파를 넣고 살짝 볶아 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"1faa32f2-08d1-5613-ae20-679a2c0c9c0f","닭볶음탕",,"35","EASY","2","450","[""닭고기를 끓는 물에 살짝 데쳐 기름기를 뺀다."",""고추장, 고춧가루, 간장으로 양념장을 만든다."",""냄비에 닭과 양념장, 물을 넣고 센 불에서 끓인다."",""감자와 당근을 큼직하게 썰어 넣는다."",""중불로 줄여 국물이 자작해질 때까지 25분간 조린다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"5f5f8f80-0a45-5917-a8d3-a8c03ad58120","찜닭",,"40","EASY","2","500","[""당면을 미지근한 물에 30분간 불린다."",""닭고기를 데쳐 기름기를 제거한다."",""간장, 설탕, 물로 양념을 만들어 닭과 함께 끓인다."",""감자를 큼직하게 썰어 넣고 15분간 조린다."",""불린 당면을 넣고 국물이 배도록 5분 더 익혀 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"71d1e68e-60c9-5adc-a496-a8797b5b44fb","오징어볶음",,"10","EASY","2","300","[""오징어를 손질해 먹기 좋은 크기로 칼집을 넣어 썬다."",""고추장, 고춧가루, 간장으로 양념장을 만든다."",""달군 팬에 채 썬 양파를 센 불에서 볶는다."",""오징어와 양념장을 넣고 빠르게 볶는다."",""오징어가 익으면 어슷 썬 대파를 넣고 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"574697b3-7bd3-51f7-a2c8-d36d60a4d13f","낙지볶음",,"15","EASY","2","280","[""낙지를 밀가루로 주물러 씻어 물기를 뺀다."",""고춧가루, 고추장, 간장으로 매운 양념장을 만든다."",""달군 팬에 양파를 볶다가 낙지를 넣는다."",""양념장을 넣고 센 불에서 빠르게 볶는다."",""어슷 썬 대파를 넣고 낙지가 질겨지지 않게 바로 마무리한다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"6a781155-f510-573e-a53f-a2a1dfcd95b2","두부조림",,"20","EASY","2","220","[""두부를 도톰하게 썰어 소금을 뿌리고 물기를 뺀다."",""팬에 기름을 두르고 두부를 노릇하게 지진다."",""간장, 고춧가루, 다진 마늘로 양념장을 만든다."",""두부에 양념장과 물을 붓고 중약불에서 조린다."",""국물이 자작해지면 어슷 썬 대파를 올려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"89017298-4e7a-5b0b-aa46-74bfacc3c95d","감자조림",,"25","EASY","2","200","[""감자를 한입 크기로 썰어 찬물에 헹궈 전분을 뺀다."",""팬에 감자와 간장, 물을 넣고 중불에서 끓인다."",""감자가 절반쯤 익으면 올리고당을 넣는다."",""국물이 졸아들 때까지 조리며 윤기를 낸다."",""깨를 뿌려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"f8ec7372-3bd3-586b-af7d-f96ac3dd2d61","연근조림",,"30","NORMAL","2","180","[""연근을 껍질을 벗겨 얇게 썰고 식초물에 담근다."",""끓는 물에 연근을 살짝 데쳐 아린 맛을 뺀다."",""팬에 연근과 간장, 물을 넣고 중불에서 조린다."",""국물이 반쯤 졸면 올리고당을 넣어 윤기를 낸다."",""깨를 뿌려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"0026ba35-cdd1-5075-af97-c42aefefdf0b","소고기장조림",,"35","EASY","2","250","[""소고기를 덩어리째 끓는 물에 삶아 결대로 찢는다."",""달걀은 삶아 껍질을 벗겨 준비한다."",""냄비에 고기, 간장, 물, 마늘을 넣고 중불에서 끓인다."",""삶은 달걀을 넣고 국물이 배도록 15분간 조린다."",""간을 확인하고 식혀 보관한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"90c976bf-e0fd-5dbc-a37a-1353c31c787b","김치볶음밥",,"40","EASY","2","500","[""김치를 잘게 썰고 대파는 송송 썬다."",""달군 팬에 기름을 두르고 대파를 볶아 파기름을 낸다."",""김치를 넣고 신맛이 날아가도록 볶는다."",""밥을 넣고 김치와 고루 섞어 볶는다."",""접시에 담고 달걀프라이를 올려 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"522ef4de-9267-57a5-a5d7-bb8607591741","새우볶음밥",,"10","EASY","2","480","[""새우는 손질해 물기를 빼고 대파는 송송 썬다."",""달군 팬에 기름을 두르고 달걀을 스크램블한다."",""새우를 넣고 붉게 익도록 볶는다."",""밥과 대파를 넣고 센 불에서 고슬하게 볶는다."",""소금과 후추로 간해 마무리한다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"fc769196-2ac9-5391-a21a-69e1da3a6411","계란볶음밥",,"15","EASY","2","450","[""대파를 송송 썰고 달걀은 풀어 준비한다."",""달군 팬에 기름을 두르고 대파를 볶아 향을 낸다."",""달걀물을 넣고 반쯤 익으면 밥을 넣는다."",""간장을 팬 가장자리에 둘러 볶는다."",""고슬고슬하게 볶아 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"c0990a6a-abee-5923-a2c8-7f9ca8d7a41e","비빔밥",,"20","EASY","2","500","[""콩나물과 시금치를 각각 데쳐 참기름과 소금으로 무친다."",""그릇에 따뜻한 밥을 담는다."",""준비한 나물을 색색이 보기 좋게 올린다."",""고추장을 얹고 참기름을 두른다."",""먹기 직전에 고루 비벼 낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"13847809-2658-54bc-a29f-e772a9e7f199","콩나물밥",,"25","EASY","2","400","[""쌀을 씻어 30분간 불린다."",""냄비에 불린 쌀과 콩나물을 안치고 물을 밥물보다 적게 붓는다."",""센 불에서 끓이다가 약불로 줄여 뜸을 들인다."",""간장, 참기름, 다진 파로 양념장을 만든다."",""밥을 고루 섞어 그릇에 담고 양념장을 곁들인다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"8b4ec4fd-3ba3-5af8-ae94-ea3f56b1f859","참치주먹밥",,"30","EASY","2","420","[""참치캔의 기름을 따라내고 마요네즈와 버무린다."",""따뜻한 밥에 참치와 소금, 참기름을 넣고 섞는다."",""한입 크기로 동그랗게 뭉친다."",""김가루를 겉에 골고루 묻힌다."",""접시에 담아낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"415aa7c5-2a17-5047-a458-671b536a9fe7","카레라이스",,"35","EASY","2","550","[""감자, 당근, 양파를 한입 크기로 썬다."",""팬에 기름을 두르고 채소를 중불에서 볶는다."",""물을 붓고 채소가 익을 때까지 끓인다."",""불을 줄이고 카레가루를 풀어 저으며 걸쭉하게 끓인다."",""밥 위에 카레를 부어 낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"e172756c-9462-509a-a323-516fab4f31c6","짜장밥",,"40","NORMAL","2","600","[""돼지고기와 양파를 잘게 썬다."",""팬에 기름을 두르고 고기를 볶다가 양파를 넣는다."",""짜장소스를 넣고 함께 볶는다."",""물을 조금 넣고 전분물로 농도를 맞춰 끓인다."",""밥 위에 짜장을 부어 낸다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"9cf2dcac-d37e-520a-a909-4d824c1ecece","오므라이스",,"10","EASY","2","520","[""양파를 잘게 썰어 팬에 볶는다."",""밥과 케첩을 넣고 볶아 볶음밥을 만든다."",""달걀을 곱게 풀어 팬에 얇게 부친다."",""지단 위에 볶음밥을 올려 감싼다."",""접시에 담고 케첩으로 장식해 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"4896ad54-0c5e-5309-af6b-4d0907792e00","참치마요덮밥",,"15","EASY","2","550","[""참치캔의 기름을 따라내 준비한다."",""참치에 마요네즈를 넣고 버무린다."",""그릇에 따뜻한 밥을 담는다."",""밥 위에 참치마요를 올린다."",""김가루를 뿌려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"bb5473a3-0885-52b5-ac93-cb2e24de3231","잔치국수",,"20","EASY","2","400","[""멸치와 다시마로 육수를 우려낸다."",""달걀은 지단을 부쳐 채 썰고 대파는 송송 썬다."",""소면을 끓는 물에 삶아 찬물에 헹군다."",""그릇에 소면을 담고 뜨거운 육수를 붓는다."",""지단, 대파, 김가루를 올려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"e6c92875-8418-5d34-a0cd-6e682a297924","비빔국수",,"25","EASY","2","450","[""고추장, 고춧가루, 식초, 설탕으로 양념장을 만든다."",""오이는 채 썰고 김치는 잘게 썬다."",""소면을 삶아 찬물에 헹궈 물기를 뺀다."",""소면에 양념장을 넣고 고루 무친다."",""오이와 김치를 올리고 참기름을 둘러 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"708b99fb-5464-5c07-a0d5-e2a8455806eb","칼국수",,"30","EASY","2","430","[""멸치와 다시마로 육수를 낸다."",""감자와 애호박을 채 썰어 준비한다."",""육수에 감자를 넣고 끓인다."",""칼국수면을 넣고 애호박과 함께 익힌다."",""어슷 썬 대파를 넣고 간을 맞춰 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"fae53160-f269-577f-ae6c-7accd5310304","수제비",,"35","EASY","2","400","[""밀가루 반죽을 미리 치대 냉장 숙성한다."",""멸치 육수를 끓이고 감자를 넣는다."",""반죽을 얇게 떼어 끓는 육수에 넣는다."",""수제비가 떠오르면 애호박을 넣고 익힌다."",""어슷 썬 대파를 넣고 간해 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"66c70c9c-d6db-5265-aa5f-b4dfc4f9af20","물냉면",,"40","EASY","2","450","[""육수를 차갑게 준비하고 무는 얇게 절여둔다."",""오이는 채 썰고 달걀은 삶아 반으로 자른다."",""냉면을 삶아 찬물에 여러 번 헹궈 사린다."",""그릇에 면을 담고 차가운 육수를 붓는다."",""오이, 무, 삶은 달걀을 올려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"99b72307-f98a-588c-a067-cb13522ba956","라볶이",,"10","EASY","2","600","[""떡을 물에 불리고 어묵은 먹기 좋게 썬다."",""냄비에 물과 고추장, 고춧가루를 풀어 끓인다."",""떡과 어묵을 넣고 중불에서 끓인다."",""떡이 말랑해지면 라면을 넣는다."",""국물이 걸쭉해질 때까지 끓여 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"066e5aa8-9120-52ed-a05c-05a3e3520157","떡볶이",,"15","NORMAL","2","500","[""떡을 미지근한 물에 불린다."",""냄비에 물, 고추장, 고춧가루, 설탕을 넣고 끓인다."",""떡과 어묵을 넣고 중불에서 끓인다."",""국물이 걸쭉해질 때까지 저으며 조린다."",""어슷 썬 대파를 넣고 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"1f6fab08-1427-54d8-a268-edc0fd18e0d2","김치말이국수",,"20","EASY","2","380","[""김치를 잘게 썰어 국물과 함께 준비한다."",""차가운 육수에 김치국물과 식초, 설탕을 넣어 새콤하게 만든다."",""소면을 삶아 찬물에 헹군다."",""그릇에 면을 담고 차가운 김치육수를 붓는다."",""썬 김치와 채 썬 오이를 올려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"6c01b93a-8a23-5fe3-a8be-0d80f7dd8294","들깨칼국수",,"25","EASY","2","470","[""멸치 육수를 끓이고 버섯을 썰어 넣는다."",""칼국수면을 넣고 중불에서 익힌다."",""들깨가루를 물에 개어 국물에 푼다."",""눌어붙지 않게 저으며 걸쭉하게 끓인다."",""어슷 썬 대파를 넣고 소금으로 간해 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"f23c10c2-0052-5b09-a60b-9e0a89d04b8b","유부우동",,"30","EASY","2","420","[""가쓰오 육수를 끓이고 간장으로 간을 맞춘다."",""유부는 뜨거운 물에 데쳐 기름기를 뺀다."",""우동면을 데쳐 그릇에 담는다."",""뜨거운 육수를 붓고 유부를 올린다."",""어슷 썬 대파를 올려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"24c8968b-f499-58a1-ad77-49f6437d7e39","계란말이",,"35","EASY","2","200","[""당근과 대파를 곱게 다진다."",""달걀을 풀어 다진 채소와 소금을 넣고 섞는다."",""약불로 팬을 달구고 기름을 얇게 두른다."",""달걀물을 나눠 부으며 돌돌 말아준다."",""한 김 식힌 뒤 먹기 좋게 썰어낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"8333ab23-8908-5ff6-ade6-1f18f6d018ba","계란찜",,"40","EASY","2","150","[""달걀을 곱게 풀고 물을 넣어 섞는다."",""체에 걸러 소금으로 간한다."",""뚝배기에 달걀물을 붓고 약불에 올린다."",""저으며 몽글하게 익힌다."",""송송 썬 대파를 올리고 뚜껑을 덮어 부풀려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"7c0874f1-2657-54c8-a617-9ecc4d2d4fc9","김치전",,"10","EASY","2","350","[""김치를 잘게 썰어 국물과 함께 준비한다."",""부침가루와 물, 김치국물을 넣어 반죽을 만든다."",""썬 김치와 대파를 반죽에 섞는다."",""달군 팬에 기름을 두르고 반죽을 얇게 편다."",""중불에서 앞뒤로 노릇하게 부쳐낸다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"e59a3507-7e37-5e2d-a20a-1798c68c5777","부추전",,"15","EASY","2","330","[""부추를 씻어 물기를 빼고 반으로 자른다."",""부침가루에 물과 달걀을 넣어 반죽을 만든다."",""부추와 채 썬 양파를 반죽에 섞는다."",""달군 팬에 기름을 두르고 반죽을 펴 올린다."",""중불에서 앞뒤로 바삭하게 부쳐낸다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"57f460a2-45d0-58c0-a1db-e00ba3d2bd8e","감자전",,"20","EASY","2","300","[""감자를 강판에 갈아 물기를 살짝 짜낸다."",""가라앉은 전분을 다시 섞고 소금으로 간한다."",""달군 팬에 식용유를 넉넉히 두른다."",""반죽을 한 국자씩 올려 동그랗게 편다."",""중불에서 가장자리가 바삭해질 때까지 앞뒤로 부친다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"889ba59d-f2d2-560d-a1f7-e7fa39ba3155","해물파전",,"25","NORMAL","2","400","[""해물믹스를 해동해 물기를 빼고 쪽파는 씻어 다듬는다."",""부침가루에 물을 넣어 반죽을 만든다."",""달군 팬에 기름을 두르고 쪽파를 깔아 반죽을 붓는다."",""해물을 올리고 풀어둔 달걀을 끼얹는다."",""중불에서 앞뒤로 노릇하게 부쳐낸다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"26a2f3ca-8ac5-5491-a0a1-76e19a56d0f6","두부부침",,"30","EASY","2","180","[""두부를 도톰하게 썰어 키친타월로 물기를 뺀다."",""소금을 살짝 뿌려 밑간한다."",""달군 팬에 식용유를 두르고 두부를 올린다."",""중불에서 앞뒤로 노릇하게 지진다."",""간장에 다진 대파를 섞은 양념장을 곁들여 낸다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"790c5236-628a-5fd8-a4e7-cd8b504724b8","애호박전",,"35","EASY","2","200","[""애호박을 동그랗게 썰어 소금을 뿌려둔다."",""물기를 닦고 밀가루를 앞뒤로 묻힌다."",""달걀을 풀어 애호박에 입힌다."",""달군 팬에 기름을 두르고 중약불에서 부친다."",""앞뒤로 노릇하게 익혀 마무리한다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"b1baf81e-ef91-5fae-a307-a1a0c69dc1c6","고등어구이",,"40","EASY","2","250","[""고등어를 깨끗이 손질해 물기를 닦는다."",""양면에 소금을 고루 뿌려 15분간 둔다."",""달군 팬에 식용유를 두른다."",""껍질 쪽부터 중불에서 노릇하게 굽는다."",""뒤집어 속까지 익도록 구워 마무리한다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"3f90ae9a-98f7-5c2b-a4b0-fda756746e3a","삼치구이",,"10","EASY","2","230","[""삼치를 손질해 물기를 제거한다."",""소금을 뿌려 10분간 재운다."",""달군 팬에 식용유를 두른다."",""중불에서 앞뒤로 노릇하게 굽는다."",""속까지 익으면 접시에 담아낸다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"95c219c9-baa2-56cf-a0f1-097f52fc659c","갈치조림",,"15","EASY","2","280","[""무를 도톰하게 썰어 냄비 바닥에 깐다."",""갈치를 토막 내어 무 위에 올린다."",""간장, 고춧가루, 다진 마늘로 양념장을 만든다."",""양념장과 물을 붓고 센 불에서 끓인다."",""중불로 줄여 국물을 끼얹으며 20분간 조린다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"f0077e39-18f2-54e8-abf5-fa1c61814b8f","고등어조림",,"20","EASY","2","300","[""무를 도톰하게 썰어 냄비 바닥에 깐다."",""고등어를 토막 내어 무 위에 얹는다."",""간장, 고춧가루, 다진 마늘로 양념장을 만든다."",""양념장과 물을 붓고 센 불에서 끓인다."",""중불로 줄여 국물을 끼얹으며 20분간 조려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"ccca256b-f291-5429-a610-055c3968aa79","연어스테이크",,"25","EASY","2","350","[""연어의 물기를 닦고 소금, 후추로 밑간한다."",""팬에 올리브유를 두르고 센 불로 달군다."",""연어 껍질 쪽부터 올려 바삭하게 굽는다."",""뒤집어 속이 촉촉하게 익도록 굽는다."",""레몬즙을 뿌려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"ef1f1e4b-5800-50f5-abef-98cb4bbf3366","닭가슴살구이",,"30","EASY","2","220","[""닭가슴살의 도톰한 부분은 저며 두께를 맞춘다."",""올리브유, 소금, 후추로 밑간해 재운다."",""팬을 달궈 올리브유를 두른다."",""중불에서 앞뒤로 노릇하게 굽는다."",""속까지 익으면 잠시 두었다가 썰어낸다.""]","[""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"1d70ecfe-82d9-5456-a007-7da0978977e0","삼겹살구이",,"35","NORMAL","2","500","[""삼겹살을 먹기 좋은 크기로 썬다."",""달군 팬이나 불판에 삼겹살을 올린다."",""마늘을 함께 올려 굽는다."",""노릇하게 익도록 뒤집어가며 구워낸다."",""상추에 고기와 쌈장을 올려 싸 먹는다.""]","[""한식"",""집밥""]","[""프라이팬""]","NaengPago Seed v1","true"
"b81afbc8-1618-574e-a40b-71da66d1b591","보쌈",,"40","EASY","2","450","[""냄비에 물, 된장, 마늘, 대파를 넣고 끓인다."",""앞다리살 덩어리를 넣고 센 불에서 끓인다."",""중불로 줄여 40분간 삶아 속까지 익힌다."",""고기를 건져 한 김 식힌 뒤 썬다."",""삶은 배추와 함께 곁들여 낸다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"2919ab53-469f-52ac-ac8c-78a2856e69bd","돼지불백",,"10","EASY","2","420","[""간장, 설탕, 다진 마늘, 참기름으로 양념장을 만든다."",""얇게 썬 돼지고기를 양념장에 재운다."",""채 썬 양파를 고기에 섞는다."",""달군 팬에 고기를 펴 센 불에서 볶는다."",""어슷 썬 대파를 넣고 살짝 볶아 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"7db4fcf1-cfe2-55a1-a35f-d23192d7df29","닭갈비",,"15","EASY","2","480","[""닭다리살을 먹기 좋게 썰어 고추장 양념에 재운다."",""양배추와 고구마를 큼직하게 썬다."",""달군 팬에 재운 닭과 채소를 넣는다."",""센 불에서 볶다가 뚜껑을 덮어 익힌다."",""고구마가 익으면 고루 볶아 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"09de155a-8a8a-5c93-aeaa-5bf3948648de","닭강정",,"20","EASY","2","550","[""닭가슴살을 한입 크기로 썰어 밑간한다."",""튀김가루를 입혀 180도 기름에 튀긴다."",""한 번 식힌 뒤 다시 바삭하게 튀긴다."",""고추장, 올리고당, 케첩으로 소스를 끓인다."",""튀긴 닭을 소스에 버무려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"e3db7d61-a1a3-55da-abc6-a9d366032ff4","잡채",,"25","EASY","2","450","[""당면을 미지근한 물에 30분간 불린다."",""소고기와 당근은 채 썰고 시금치는 데친다."",""당면을 삶아 간장, 설탕으로 밑간해 볶는다."",""각 재료를 따로 볶아 준비한다."",""볶은 재료와 당면을 한데 넣고 참기름과 깨로 버무린다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"1ee3618d-f403-575a-aab1-f113f0cb3dbe","콩나물무침",,"30","EASY","2","80","[""콩나물을 끓는 물에 소금을 넣고 데친다."",""찬물에 헹구지 않고 물기를 뺀다."",""다진 대파, 마늘, 참기름을 넣는다."",""소금으로 간하고 조물조물 무친다."",""깨를 뿌려 마무리한다.""]","[""한식"",""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"b1b193ef-5d12-5b94-a306-31753ed1cea7","시금치무침",,"35","EASY","2","90","[""시금치를 끓는 물에 살짝 데친다."",""찬물에 헹궈 물기를 꼭 짠다."",""국간장, 다진 마늘, 참기름을 넣는다."",""조물조물 무쳐 간이 배게 한다."",""깨를 뿌려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
"cdd50555-c364-5337-ae2b-b40a5143d85e","오이무침",,"40","EASY","2","70","[""오이를 얇게 썰어 소금에 살짝 절인다."",""물기를 꼭 짜낸다."",""고춧가루, 식초, 설탕, 다진 대파로 양념한다."",""오이에 양념을 넣고 무친다."",""깨를 뿌려 마무리한다.""]","[""집밥""]","[""냄비""]","NaengPago Seed v1","true"
