id,standardNameKo,standardNameEn,category,parentId,quantityType,defaultUnit,fridge,freezer,pantry
"e7e0e318-b31c-5fb3-a4e7-ae59571557f9","토마토",,"VEGETABLE",,"COUNTABLE","개","7","30",
"25901aba-0bf7-5058-aecc-69c9c070b303","방울토마토",,"VEGETABLE",,"COUNTABLE","개","7","30",
"de232a5c-8aea-5362-a157-7c370bdcc790","셀러리",,"VEGETABLE",,"MEASURABLE","g","7","30",
"e8f3f61b-eb80-55ba-a99c-f89f44f16a27","아스파라거스",,"VEGETABLE",,"COUNTABLE","개","7","30",
"6632c029-9fca-5c0c-a3d6-00a517a8f30d","케일",,"VEGETABLE",,"MEASURABLE","g","7","30",
"d3c7491a-a14e-5d24-a3cf-2d48d85ca12c","청경채",,"VEGETABLE",,"COUNTABLE","개","7","30",
"d909ac3f-a95b-5787-aefa-067ab53afd2c","단호박",,"VEGETABLE",,"COUNTABLE","개","7","30","60"
"b33eafc5-a177-59d1-aaf5-178dabe2f4d9","옥수수",,"VEGETABLE",,"COUNTABLE","개","7","30",
"2a46f1f2-2e40-519c-a1e5-aee86ba3cf53","사과",,"FRUIT",,"COUNTABLE","개","10","60","14"
"e1945900-bfc1-5c07-a091-1ee8c9e66415","배",,"FRUIT",,"COUNTABLE","개","10","60","14"
"3ddd6e93-6b31-52ca-a985-f742feed957b","바나나",,"FRUIT",,"COUNTABLE","개","10","60","5"
"9d18a259-a9a9-5b30-a1fa-467656bd9cb3","딸기",,"FRUIT",,"COUNTABLE","개","10","60",
"c3e98890-eb88-5a78-a260-bb57394a5ac2","포도",,"FRUIT",,"MEASURABLE","g","10","60",
"bdbfecb7-4975-5b55-a478-aa95e761c1f8","수박",,"FRUIT",,"COUNTABLE","개","10","60","7"
"7add590e-f633-5cf7-ae4b-63417265fd5c","참외",,"FRUIT",,"COUNTABLE","개","10","60","7"
"acb32028-bedb-5452-af1b-785290692d0e","복숭아",,"FRUIT",,"COUNTABLE","개","10","60",
"819a3004-165e-507a-a902-d439dd2f93f6","자두",,"FRUIT",,"COUNTABLE","개","10","60",
"28bbef37-4cd5-5891-a830-11956d836777","감",,"FRUIT",,"COUNTABLE","개","10","60","7"
"bf3cc026-9e6e-525c-a924-85b128b81f4b","귤",,"FRUIT",,"COUNTABLE","개","10","60","14"
"031a8a5a-87cd-5912-a00f-1a26634bd346","오렌지",,"FRUIT",,"COUNTABLE","개","10","60","14"
"0cdac9b6-2ee7-5321-a0ef-8e5b21ffe7b4","레몬",,"FRUIT",,"COUNTABLE","개","10","60","21"
"d53a7895-aa5f-5657-acd2-68275de49947","라임",,"FRUIT",,"COUNTABLE","개","10","60","21"
"d332c35c-f9f2-5fef-af70-e715a570cd83","자몽",,"FRUIT",,"COUNTABLE","개","10","60","14"
"014386aa-7dff-58fe-ae9e-1d3d16626e44","키위",,"FRUIT",,"COUNTABLE","개","10","60",
"54b4bb93-4519-5c20-a78a-27087fae0de8","파인애플",,"FRUIT",,"COUNTABLE","개","10","60","5"
"ee6427bc-040d-58c8-ac4a-4aa043c4c603","망고",,"FRUIT",,"COUNTABLE","개","10","60","5"
"9f2ac6bb-c783-5472-a085-d5dd08a4acea","블루베리",,"FRUIT",,"MEASURABLE","g","10","60",
"bba73373-9750-5f91-a068-15eed80364db","라즈베리",,"FRUIT",,"MEASURABLE","g","10","60",
"d403491b-c517-5953-ab69-ab8c80f63b19","체리",,"FRUIT",,"MEASURABLE","g","10","60",
"30cc7b27-5e6a-5e10-a356-466a23c15d59","아보카도",,"FRUIT",,"COUNTABLE","개","10","60","5"
"98f382bb-8b5b-5299-adc9-d69ab6e2166e","멜론",,"FRUIT",,"COUNTABLE","개","10","60",
"8d769150-1de7-5009-abc2-5bf6482c5dfd","석류",,"FRUIT",,"COUNTABLE","개","10","60",
"c778d3ba-07df-5822-a8ca-0fbc2aaeaed9","무화과",,"FRUIT",,"COUNTABLE","개","10","60",
"529097d3-3f63-51d5-a818-f1b58fd639d7","코코넛",,"FRUIT",,"COUNTABLE","개","10","60","30"
"26d9729c-f984-5cdc-afb3-d00b20af8742","소고기",,"MEAT",,"MEASURABLE","g","3","90",
"1eda2880-8d1c-5635-aac1-1add07b932e5","불고기용 소고기",,"MEAT","26d9729c-f984-5cdc-afb3-d00b20af8742","MEASURABLE","g","3","90",
"d1859919-77b0-5910-ac42-82fea496484a","국거리 소고기",,"MEAT","26d9729c-f984-5cdc-afb3-d00b20af8742","MEASURABLE","g","3","90",
"db379efb-12fb-543e-a61b-f3e6c5e244ff","다진 소고기",,"MEAT","26d9729c-f984-5cdc-afb3-d00b20af8742","MEASURABLE","g","3","90",
"a359e6ff-b972-5c98-a622-caa6abf15635","돼지고기",,"MEAT",,"MEASURABLE","g","3","90",
"12a5bd8f-9b26-55de-a0c5-5cfaa5d7171d","삼겹살",,"MEAT","a359e6ff-b972-5c98-a622-caa6abf15635","MEASURABLE","g","3","90",
"4ac91912-9f97-56ef-a667-b5368f1a290e","목살",,"MEAT","a359e6ff-b972-5c98-a622-caa6abf15635","MEASURABLE","g","3","90",
"ea8e4dd4-12ee-51bf-a9f1-d56846d052c2","앞다리살",,"MEAT","a359e6ff-b972-5c98-a622-caa6abf15635","MEASURABLE","g","3","90",
"206b9bbf-d7c2-511c-acd9-60395ca60fe2","다진 돼지고기",,"MEAT","a359e6ff-b972-5c98-a622-caa6abf15635","MEASURABLE","g","3","90",
"38fe51ef-ea4d-554a-a12c-bb0cbdee0fda","닭고기",,"MEAT",,"MEASURABLE","g","3","90",
"44658d17-ce25-5485-a1f3-84dc7b013827","닭가슴살",,"MEAT","38fe51ef-ea4d-554a-a12c-bb0cbdee0fda","MEASURABLE","g","3","90",
"12ec3a97-627f-5a48-a9c7-e6f0d247ad76","닭다리",,"MEAT","38fe51ef-ea4d-554a-a12c-bb0cbdee0fda","MEASURABLE","g","3","90",
"4cc619de-3cfb-58cb-a852-26713ab654b6","닭날개",,"MEAT","38fe51ef-ea4d-554a-a12c-bb0cbdee0fda","MEASURABLE","g","3","90",
"4ab1981c-4bab-571b-acf6-d72c67dfd85f","오리고기",,"MEAT",,"MEASURABLE","g","3","90",
"3e5e76e1-3f1e-53bd-a829-a05ec54ea4ab","양고기",,"MEAT",,"MEASURABLE","g","3","90",
"8a0f0317-2134-5543-ad6b-9f5b0984f6bb","베이컨",,"MEAT",,"MEASURABLE","g","3","90",
"8090eb62-1448-5cea-a4f3-5479bc7ad877","소시지",,"MEAT",,"MEASURABLE","g","3","90",
"95a35a9c-0355-582f-a0b7-ea63e95a4df9","햄",,"MEAT",,"MEASURABLE","g","3","90",
"8cbd74b5-02fd-5e81-a379-1e4c9e2b53d7","차돌박이",,"MEAT",,"MEASURABLE","g","3","90",
"65798e00-062c-5254-a1b2-e6eb2c6be34c","갈비",,"MEAT",,"MEASURABLE","g","3","90",
"7ea09534-ca0b-5f92-a7bc-422d321c73bd","돼지갈비",,"MEAT","a359e6ff-b972-5c98-a622-caa6abf15635","MEASURABLE","g","3","90",
"fec5f796-77b9-5767-af55-0c48fe405ec4","소갈비",,"MEAT","26d9729c-f984-5cdc-afb3-d00b20af8742","MEASURABLE","g","3","90",
"66a5f81e-fbc6-57ac-a158-32abb5ecb9eb","안심",,"MEAT",,"MEASURABLE","g","3","90",
"ed194f28-3953-50b0-a62a-3cc91f073ff4","등심",,"MEAT",,"MEASURABLE","g","3","90",
"b0b0d9cb-26a1-571a-a0fa-978d674ecd1a","사태",,"MEAT",,"MEASURABLE","g","3","90",
"e2302200-1f3b-5428-af4b-f6d39969e319","장조림용 소고기",,"MEAT","26d9729c-f984-5cdc-afb3-d00b20af8742","MEASURABLE","g","3","90",
"9fa69035-1b19-5dd7-a5fd-a7cf20ef9756","고등어",,"SEAFOOD",,"MEASURABLE","g","2","60",
"849f3626-82ee-5dae-aa3b-72a8aaef8aab","삼치",,"SEAFOOD",,"MEASURABLE","g","2","60",
"984c94c5-0a65-5b80-a24c-d41f04084a32","갈치",,"SEAFOOD",,"MEASURABLE","g","2","60",
"552a8329-5cef-59bd-ac06-96222daed364","연어",,"SEAFOOD",,"MEASURABLE","g","2","60",
"9198ed18-f774-5d65-a2ad-846befbabe65","참치",,"SEAFOOD",,"MEASURABLE","g","2","60",
"f3ec435d-c9f2-56c7-a230-5689db3f2dd7","참치캔",,"SEAFOOD",,"MEASURABLE","g","2","60",
"40ef0253-9be8-5d94-a011-32638a2ea001","오징어",,"SEAFOOD",,"MEASURABLE","g","2","60",
"2cc24c1c-5679-5754-a94a-125cdda3c1b8","낙지",,"SEAFOOD",,"MEASURABLE","g","2","60",
"3bb8a8fd-5abe-50a3-a5fa-6c9ba9300cdd","주꾸미",,"SEAFOOD",,"MEASURABLE","g","2","60",
"33c5d1d6-16fa-597f-ab5e-c85943c8a61a","문어",,"SEAFOOD",,"MEASURABLE","g","2","60",
"b5cadb5a-2af6-5e37-a807-96e027486820","새우",,"SEAFOOD",,"MEASURABLE","g","2","60",
"af394183-4d1a-5757-aa90-ed305a60a06a","꽃게",,"SEAFOOD",,"MEASURABLE","g","2","60",
"7fd263ce-41ca-56a3-a19b-a474d59858d0","대게",,"SEAFOOD",,"MEASURABLE","g","2","60",
"f6fd7133-8875-5e99-a5bc-7c67377a96f3","조개",,"SEAFOOD",,"MEASURABLE","g","2","60",
"a5d2347c-6993-5a17-addc-31956845623f","바지락",,"SEAFOOD",,"MEASURABLE","g","2","60",
"915532da-8f52-5189-ac36-96ee460ab1f8","홍합",,"SEAFOOD",,"MEASURABLE","g","2","60",
"d11847fa-8418-5aef-a683-7dee1f5063ea","굴",,"SEAFOOD",,"MEASURABLE","g","2","60",
"4f7918f1-3386-5693-a349-cf6777095309","전복",,"SEAFOOD",,"MEASURABLE","g","2","60",
"1f50b468-9b30-53dd-ada0-bc006d934cf6","멸치",,"SEAFOOD",,"MEASURABLE","g","2","60",
"b5c9e71e-4bb2-5328-aedf-64db7ba29b21","북어",,"SEAFOOD",,"MEASURABLE","g","2","60",
"3e42b137-9a03-5408-ac68-ce97063967e4","황태",,"SEAFOOD",,"MEASURABLE","g","2","60",
"79a48b75-a6da-5fb3-add7-75a1bfb69aac","미역",,"SEAFOOD",,"MEASURABLE","g","2","60",
"bf7dc60f-5eee-5fc5-a2c1-aa1bc3fb0fb4","다시마",,"SEAFOOD",,"MEASURABLE","g","2","60",
"1fcd6796-5ac3-519f-af49-58f4278ae9a3","김",,"SEAFOOD",,"MEASURABLE","g","2","60",
"f5cec1e2-84d7-5612-a1c2-5dcaf7376a4b","진미채",,"SEAFOOD",,"MEASURABLE","g","2","60",
"87c15278-f468-5e5a-a37d-2e4f7fe00d38","명란",,"SEAFOOD",,"MEASURABLE","g","2","60",
"e2ace7ac-a8ad-5f75-aa94-7f0224836edd","어묵",,"SEAFOOD",,"MEASURABLE","g","2","60",
"73de1c78-34f5-5bf8-a3ef-2052107a7860","달걀",,"EGG_DAIRY",,"LEVEL",,"7","30",
"1c5ffb6e-c55e-5ba0-a817-54b6bb078cf8","메추리알",,"EGG_DAIRY",,"LEVEL",,"7","30",
"1ba2a345-3346-5036-a9dc-b9c673bad0e0","우유",,"EGG_DAIRY",,"LEVEL",,"7","30",
"5adb7e09-8922-5311-a8b0-0c3c7af5cf07","저지방우유",,"EGG_DAIRY","1ba2a345-3346-5036-a9dc-b9c673bad0e0","LEVEL",,"7","30",
"b1f1a840-a5b3-53a8-ad6d-32f7fa4c7c59","두유",,"EGG_DAIRY",,"LEVEL",,"7","30",
"39c23786-78a0-5eeb-acec-12ba5a4e5e15","생크림",,"EGG_DAIRY",,"LEVEL",,"7","30",
"d7d0426e-0fab-5d0e-a6ca-f2f1f32abb9c","휘핑크림",,"EGG_DAIRY",,"LEVEL",,"7","30",
"a6662676-4984-5518-aab0-73019d29f56b","버터",,"EGG_DAIRY",,"LEVEL",,"7","30",
"0c26059b-5409-597a-adf2-b3390506a55a","무염버터",,"EGG_DAIRY","a6662676-4984-5518-aab0-73019d29f56b","LEVEL",,"7","30",
"5f990a09-f253-5aa8-a818-ada1b6391ecf","치즈",,"EGG_DAIRY",,"LEVEL",,"7","30",
"a98fc784-1a23-5c4e-a5ea-03587a2762aa","슬라이스치즈",,"EGG_DAIRY","5f990a09-f253-5aa8-a818-ada1b6391ecf","LEVEL",,"7","30",
"60008766-9764-59bd-ad09-7af3a528b7b1","모차렐라치즈",,"EGG_DAIRY","5f990a09-f253-5aa8-a818-ada1b6391ecf","LEVEL",,"7","30",
"9920935e-ce6a-5d5e-a8b8-a7916bd2a8d9","체다치즈",,"EGG_DAIRY","5f990a09-f253-5aa8-a818-ada1b6391ecf","LEVEL",,"7","30",
"33a17616-ef7d-50ad-ab6c-3203d92bed32","파르메산치즈",,"EGG_DAIRY","5f990a09-f253-5aa8-a818-ada1b6391ecf","LEVEL",,"7","30",
"1a2002ba-8c05-5d77-a903-6729b82e83a4","요거트",,"EGG_DAIRY",,"LEVEL",,"7","30",
"66130854-6e12-5fb0-ac69-2052ad1cefb2","그릭요거트",,"EGG_DAIRY",,"LEVEL",,"7","30",
"d021e83e-6c55-5141-acb6-5804f76874ad","연유",,"EGG_DAIRY",,"LEVEL",,"7","30",
"1e22fcc8-7f4d-537f-ac9f-1e27a6cde479","분유",,"EGG_DAIRY",,"LEVEL",,"7","30",
"d38a9c81-87b6-5d18-aa07-9790542de966","사워크림",,"EGG_DAIRY",,"LEVEL",,"7","30",
"fa1b9c2f-aea8-5575-af56-49bb0c7f5209","크림치즈",,"EGG_DAIRY",,"LEVEL",,"7","30",
"4d45b19b-b641-5c6d-a1d7-b2a31587eae5","마가린",,"EGG_DAIRY",,"LEVEL",,"7","30",
"5af7a0db-c937-52a5-a399-362dab066efa","아이스크림",,"EGG_DAIRY",,"LEVEL",,"7","30",
"1ba8841e-a026-541f-aee9-d12ed698f1b5","쌀",,"GRAIN",,"LEVEL",,,,"180"
"5d551d93-78e3-5071-aff4-a4331ef384f3","현미",,"GRAIN",,"LEVEL",,,,"180"
"fd8d0ffa-465a-5ca0-a342-37dd3e1a1c0a","찹쌀",,"GRAIN",,"LEVEL",,,,"180"
"9627e499-14df-5fdd-ad2d-283d4ca907b8","보리",,"GRAIN",,"LEVEL",,,,"180"
"5404669b-4e74-5ed7-aae5-c85b4f10e4e1","귀리",,"GRAIN",,"LEVEL",,,,"180"
"a2b00060-15db-516a-a89a-f54a95fa26e5","퀴노아",,"GRAIN",,"LEVEL",,,,"180"
"41e458ae-96b7-523f-a1cd-62c33c981ddc","콩",,"GRAIN",,"LEVEL",,,,"180"
"01990398-2e37-5ef3-ab5f-efb39b86683f","검은콩",,"GRAIN",,"LEVEL",,,,"180"
"faa6ed23-3ce2-5985-a3ad-8263bd173b90","팥",,"GRAIN",,"LEVEL",,,,"180"
"96d6001e-c44a-58ff-a885-f072471b8470","녹두",,"GRAIN",,"LEVEL",,,,"180"
"446e78da-6a24-5df9-a7fa-5f6e44a2229a","병아리콩",,"GRAIN",,"LEVEL",,,,"180"
"52d49442-c210-5f83-aa05-5d48fef75667","렌틸콩",,"GRAIN",,"LEVEL",,,,"180"
"d7ac5f09-cad7-5aba-abe9-1b1b3f508d2b","밀가루",,"GRAIN",,"LEVEL",,,,"180"
"9affd5cb-cc23-52bb-a3cd-d6ea07ec2d3d","부침가루",,"GRAIN",,"LEVEL",,,,"180"
"3c3311f0-bd67-52f7-a0f6-6ffb9ee8a0bc","튀김가루",,"GRAIN",,"LEVEL",,,,"180"
"e95c6082-a706-5c46-a451-21b320012479","빵가루",,"GRAIN",,"LEVEL",,,,"180"
"b58c8329-f963-5d0e-af0c-0a1fe5adfca5","전분",,"GRAIN",,"LEVEL",,,,"180"
"e0d37042-77af-5163-acc1-d779bf17be2e","옥수수전분",,"GRAIN",,"LEVEL",,,,"180"
"cfcaa32f-446d-5f8d-a6ba-d77d54a32414","오트밀",,"GRAIN",,"LEVEL",,,,"180"
"420af2b3-934d-5405-a5b7-e1b03902fe27","누룽지",,"GRAIN",,"LEVEL",,,,"180"
"56b26728-0ff9-5471-ab17-c74d8dd338a8","깨",,"GRAIN",,"LEVEL",,,,"180"
"8a8edcde-f521-5fdf-a892-6590530126e8","참깨",,"GRAIN",,"LEVEL",,,,"180"
"a186ff20-0166-55c2-a68d-680122cdf806","들깨",,"GRAIN",,"LEVEL",,,,"180"
"512cf128-d482-5b45-afbc-f3561a70da5e","땅콩",,"GRAIN",,"LEVEL",,,,"180"
"0e784040-78f2-5daf-a1fa-5b3acc195402","소면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"0361618d-3a40-56af-a6ea-65202429c4ef","중면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"60ebfc4b-5279-5976-af2a-fa04cb48241e","칼국수면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"946420cb-92ad-59d8-a76b-23bf82117628","우동면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"e50d626d-7a7e-50fc-a07a-8d42b09be0c6","냉면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"427c40dc-9f60-5d61-ad03-902f64a98ea0","쫄면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"08c14764-fbdd-589a-ac84-de052d99792c","당면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"0fb14349-f6ff-5440-abcd-c31f5108cf8c","라면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"4a9a4dff-e45b-5982-aa1e-658cf46eaef4","라이스페이퍼",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"5a71e316-3a87-588b-afc7-b33f477fc33e","스파게티면",,"NOODLE","f92388b8-8d01-5be4-a0fe-c355b34deedd","COUNTABLE","봉","14","90","180"
"f92388b8-8d01-5be4-a0fe-c355b34deedd","파스타면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"493c1944-f899-5899-a8e1-102ecd4a1502","펜네",,"NOODLE","f92388b8-8d01-5be4-a0fe-c355b34deedd","COUNTABLE","봉","14","90","180"
"78bca407-650c-568a-a9b3-324b54cc9ba7","푸실리",,"NOODLE","f92388b8-8d01-5be4-a0fe-c355b34deedd","COUNTABLE","봉","14","90","180"
"a6a02fdb-68a4-532d-a99d-868c6018a6e7","메밀면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"6e48bfba-b5b8-597e-ad05-3fbbc5b241af","국수",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"f850e4b5-94cb-5a3c-ab82-ab91c9c0acaa","수제비",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"112f33b6-d1d6-54b7-a115-7e5590896c4f","떡국떡",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"0fd03224-6727-5bfc-a85b-d2cde7d47014","떡볶이떡",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"982e4e43-1ab2-507d-a42c-4d62a7c56c3c","곤약면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"180ec665-f579-5936-a02b-7a68e25b94bc","두부면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"f8bb0420-3a90-5a6b-ac93-1cf085d6f0c1","쌀국수면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"2ab14068-8359-5c5e-a344-c2e6dacecf6a","라자냐면",,"NOODLE",,"COUNTABLE","봉","14","90","180"
"53b23418-40cf-5c35-ac58-0c0178bd4888","소금",,"SEASONING",,"LEVEL",,,,"365"
"84958796-3f90-505d-ac2a-00845d41498c","후추",,"SEASONING",,"LEVEL",,,,"365"
"c603cf07-cc36-595a-a3ca-f6ce847b5f96","설탕",,"SEASONING",,"LEVEL",,,,"365"
"174f7cca-bf81-584f-a5b6-ff36ef26cc2a","황설탕",,"SEASONING",,"LEVEL",,,,"365"
"15c9d8b5-a8ff-51d0-a012-8cfed3126206","올리고당",,"SEASONING",,"LEVEL",,,,"365"
"9f82bec7-8360-59b0-aaa9-b8ad442a07f2","꿀",,"SEASONING",,"LEVEL",,,,"365"
"987ac24a-1b09-5add-a85a-9775a04c339f","식초",,"SEASONING",,"LEVEL",,,,"365"
"646da5f4-2990-5f73-aa92-93c580b194a4","맛술",,"SEASONING",,"LEVEL",,,,"365"
"e59a49dc-05b2-5f15-a256-824a56a0538e","청주",,"SEASONING",,"LEVEL",,,,"365"
"6c28ecb6-957c-580d-a995-d88c889163b8","고춧가루",,"SEASONING",,"LEVEL",,,,"365"
"cf1af438-285c-5903-ad80-39dda1456486","카레가루",,"SEASONING",,"LEVEL",,,,"365"
"f4edb850-0523-5776-a4fc-a8849be3c984","계피가루",,"SEASONING",,"LEVEL",,,,"365"
"171a2172-63ad-5841-a583-25f304ff373e","마늘가루",,"SEASONING",,"LEVEL",,,,"365"
"663214b3-1a31-5e79-acf6-5862ad6469e9","생강가루",,"SEASONING",,"LEVEL",,,,"365"
"5347e972-4d9e-5ec5-a74c-dca896056549","깨소금",,"SEASONING",,"LEVEL",,,,"365"
"253eb0fb-694b-50a6-a1ff-b8e0bb05c837","들깨가루",,"SEASONING",,"LEVEL",,,,"365"
"7afb2827-ed3a-51f0-a099-c35068f85d78","다시다",,"SEASONING",,"LEVEL",,,,"365"
"a7b42b64-4aea-583c-a311-f8fb3b1b2049","치킨스톡",,"SEASONING",,"LEVEL",,,,"365"
"93df6e10-4cef-5503-a42c-ac59c63f4bca","멸치육수팩",,"SEASONING",,"LEVEL",,,,"365"
"b9c5ff53-361f-53b9-ab90-7d59f81582b9","가쓰오부시",,"SEASONING",,"LEVEL",,,,"365"
"bff4d20b-88ab-5171-a239-d99b4e29b6e9","베이킹파우더",,"SEASONING",,"LEVEL",,,,"365"
"8555b680-e056-5902-a2a1-9e45e116aa9e","바닐라에센스",,"SEASONING",,"LEVEL",,,,"365"
"4a0d2f2f-fe86-59f8-adb8-5372e24be1c2","월계수잎",,"SEASONING",,"LEVEL",,,,"365"
"f9a7c9f0-93e6-58a1-a932-e5c215ebe3b0","오레가노",,"SEASONING",,"LEVEL",,,,"365"
"58babb26-4c1c-5657-a900-87c4ca8883e1","바질",,"SEASONING",,"LEVEL",,,,"365"
"38ea9c47-4d96-51c7-a0a4-4d6520f8f53b","파슬리",,"SEASONING",,"LEVEL",,,,"365"
"9f8eead3-52dc-5365-af7b-12f0a24eaf64","로즈마리",,"SEASONING",,"LEVEL",,,,"365"
"71a92339-42db-5de8-aa16-ce1e983bfb53","간장",,"SAUCE",,"LEVEL",,"90",,"180"
"83d5cdb4-f6b0-5cae-add0-1267b73f9129","진간장",,"SAUCE",,"LEVEL",,"90",,"180"
"2dcdffd2-5e59-53ec-a8f6-84fd768a78ab","국간장",,"SAUCE",,"LEVEL",,"90",,"180"
"6e14f62f-99a9-54e3-a565-13689be2bca5","양조간장",,"SAUCE",,"LEVEL",,"90",,"180"
"7e571cf4-2dd4-555a-a061-8d562471268b","고추장",,"SAUCE",,"LEVEL",,"90",,"180"
"77f72f8c-b3c3-5606-a8b2-0131965dee5e","된장",,"SAUCE",,"LEVEL",,"90",,"180"
"b2c747d3-658c-5e47-a11c-f72986f6bf98","쌈장",,"SAUCE",,"LEVEL",,"90",,"180"
"90f85a4f-1bf7-589a-a416-296a6bf63345","초고추장",,"SAUCE",,"LEVEL",,"90",,"180"
"220d2350-548c-52b1-aa81-656884b53f58","참기름",,"SAUCE",,"LEVEL",,"90",,"180"
"e94626a0-daa9-59fd-ad36-cd2974d53ece","들기름",,"SAUCE",,"LEVEL",,"90",,"180"
"35c4c0c0-d3fa-5e6a-a001-61edb0ffa0b4","식용유",,"SAUCE",,"LEVEL",,"90",,"180"
"b8dee7c3-c96a-517c-afce-139a75207b44","올리브유",,"SAUCE",,"LEVEL",,"90",,"180"
"b68d31f2-c68a-5dda-a2ca-50c5dcd15efc","굴소스",,"SAUCE",,"LEVEL",,"90",,"180"
